-3:18 | (New member) LassesAffar: 30????
2:53:23 | (New member) Peer: lmao
2:53:23 | (New member) BasedBug: I'll pack my pancakes up and take my business elsewhere
2:53:24 | (New member) Sleep: beatani hate EGG
2:53:25 | stuffed idiot: snakebro...
2:53:26 | (New member) Canna: Reply snake dad 
2:53:26 | (New member) The Flesh Is Weak: :_sprdo::_sprdo::_sprdo:
2:53:27 | (New member) darukaru: Brutal
2:53:27 | (New member) Mechanized Doge: EXPOSED:_sprdo:
2:53:27 | anon: LOL
2:53:28 | (New member) Alaor B: eggshell...
2:53:28 | (New member) XenMaster220: :_mug::_mug::_mug::_mug::_mug:Cancelling Membership right now:_mug::_mug::_mug::_mug:Dropping Beatani for Chihiro!!!!:_chihiro::_chihiro::_mug:
2:53:29 | Monster hmc: public execution
2:53:29 | (New member) TheTarkus: LMAO BASED
2:53:30 | (New member) 77Yuja_: snake bros we lost....
2:53:30 | (New member) Shippo: DOXXED AND SHAMED OH NONONONONO
2:53:31 | (New member) Nasty Yukari: jeezas...
2:53:32 | Andrew Ryan: バレた
2:53:32 | (New member) Zhnigo: snake dads... we lost...
2:53:32 | Sheep: hahahahahah
2:53:35 | (New member) ThePlatinumCan: kek
2:53:35 | (New member) Herbie Cucumber: LMAOI didn't even enter and I'm mad that I didn't win
2:53:36 | (New member) Alaor B: she hates it!
2:53:36 | (New member) Shippo: :_mug::_mug::_mug::_mug::_mug::_mug:
2:53:38 | (New member) Tianfang's Adventures: The mugs
2:53:39 | (New member) david johnston: egg shell :_away::_away::_away::_away:
2:53:40 | (New member) Theblekedet: destrotar is snake!
2:53:42 | sleepy: So the winner gets to go on a date with Beatani...
2:53:43 | (New member) Ekusupuroshon: DON'T HATE SNAKES
2:53:44 | Palta: snake dad...
2:53:45 | (New member) Mechanized Doge: SHOULDN'T HAVE COMPLAINED BRO!
2:53:47 | (New member) BasedBug: :_chihiro:
2:53:48 | Andrew Ryan: Dads will be even more heartbroken when they hear the prize
2:53:49 | (New member) Margrave: :_mug::_mug::_mug:
2:53:49 | (New member) ThePlatinumCan: I've lost, but it was really fun. :_love:
2:53:50 | (New member) Mister Eko: My sides hurt from laughing so much
2:53:51 | cristy: she exposed the snake dad
2:53:51 | (New member) WizJR W: can't believe she killed him live...
2:53:52 | (New member) Tachi: I'm never buying a mug again!
2:53:59 | (New member) Margrave: It was really fun!
2:54:01 | (New member) max r: rip snake dad bro
2:54:04 | (New member) anonEDM: a meal any dad can make. Any dad is fine for her.
2:54:09 | (New member) Antonio Badilla: what's the prize?
2:54:09 | (New member) XenMaster220: Thank you for the stream
2:54:10 | (New member) gyroninja: pancake bros...
2:54:13 | (New member) Zia: Prize is having to cook this every day from now on
2:54:13 | (New member) Alaor B: benedict dad gets a date with Chihiro
2:54:13 | (New member) Ignatius: It was a blast!
2:54:13 | (New member) Suukotto Funsha: :_chihiro::_away:
2:54:13 | (New member) BasedBug: It's okay, Chihiro and I have a breakfast date!
2:54:17 | (New member) Zhnigo: I'm gonna need two mugs for this :_mug: :_mug:
2:54:20 | (New member) Luginov: eh?
2:54:21 | (New member) LassesAffar: Price: 1 free discord sex
2:54:22 | (New member) The Flesh Is Weak: :_yah:
2:54:22 | Andrew Ryan: yab
2:54:23 | (Verified, Moderator) Streamlabs: AndrewRyan just tipped $44.44 dayo!
2:54:25 | (New member) Zia: I mean...
2:54:25 | (New member) Canna: Step 1
2:54:26 | (New member) CommanderMichael: >she's now asking for your address
2:54:27 | (New member) david johnston: :_yab::_yab::_yab::_yab:
2:54:27 | (New member) WizJR W: dox?
2:54:27 | stuffed idiot: s-scary
2:54:28 | (New member) Tachi: Doxx Bea
2:54:28 | (New member) Margrave: :_yah:
2:54:28 | (New member) Theblekedet: ha?
2:54:29 | Shiroi Fenrir白: eeeeeee
2:54:29 | (New member) max r: yes, it's fine.
2:54:30 | Denied: address?
2:54:30 | (New member) XenMaster220: :_listener:m-my adress???:_listener::_listener::_listener:
2:54:30 | (New member) Einaer: :_yab:
2:54:31 | Cringe Broker: she's really trying to dox us damn
2:54:31 | (New member) Tianfang's Adventures: stalking kumaw 
2:54:32 | TeutonicSorcery: Why do you need it?
2:54:32 | (New member) Moeniki: :_listener::_yab:
2:54:32 | (New member) ThePlatinumCan: :_yab:
2:54:33 | sleepy: m-my address?
2:54:34 | (New member) Ekusupuroshon: what....
2:54:34 | (New member) 77Yuja_: glows in the dark
2:54:36 | (New member) Tuffee: do you want our back account info too?
2:54:36 | (New member) Zhnigo: andrew ryan-san...
2:54:36 | (New member) BRAD AEON 720: kowai
2:54:36 | (New member) Mastigos Wilkins: suprisi visit from Bea
2:54:37 | Denied: scary
2:54:37 | (New member) Tachi: :_listener:
2:54:37 | (New member) Mechanized Doge: based Andrew Ryan...
2:54:38 | (New member) BasedBug: Careful..
2:54:40 | (New member) ThatVidyaGuy: :_yab::_yab::_yab::_yab:
2:54:40 | パナナナダ: yabai
2:54:40 | (New member) Zia: Do you want my Social Security number too ?
2:54:41 | (New member) Margrave: Stalker Kuma
2:54:42 | (New member) Moeniki: This dad about to get pregnant
2:54:43 | (New member) ZVN: Yab
2:54:43 | eeo: w-where did that come from?
2:54:45 | (New member) anonEDM: Andrew Ryan I kneel
2:54:46 | (New member) TheTarkus: andrew ryan I kneel
2:54:46 | (New member) Luginov: mailed prize!
2:54:48 | Animezo: glowing bear
2:54:49 | (New member) Nasty Yukari: YAB
2:54:49 | パナナナダ: the prize is not worth it
2:54:49 | (New member) Steven Frati: Three wacky digits bear!
2:54:50 | (New member) Mister Eko: that's so good
2:54:52 | (New member) Ekusupuroshon: :_yab::_yab:
2:54:52 | (New member) david johnston: cuuuuuuuuuuuuuuuuute
2:54:53 | (New member) The Flesh Is Weak: :_sprdo:
2:54:54 | (New member) nona: Signed panties LETS GOOOO
2:54:54 | (New member) Margrave: :_yab::_yab::_yab:
2:54:55 | (New member) BasedBug: :_mug: :_mug: :mug::_mug: :_mug::mug::mug::mug::mug:]
2:54:56 | (New member) Zia: Damn
2:54:57 | (New member) Mister Eko: jealous! 
2:54:57 | Jor Leifur: Ryan sama!?
2:54:59 | (New member) Zhnigo: UOOOOOOH :_uooooohh: :_uooooohh: :_uooooohh: 
2:55:00 | (New member) Shippo: :_yab::_yab::_yab:
2:55:05 | (New member) Steven Frati: :_uooooohh::_uooooohh::_uooooohh::_uooooohh:
2:55:08 | (New member) Ignatius: Damn, I want a letter
2:55:09 | (New member) Sleep: :_yab:
2:55:11 | (New member) Suukotto Funsha: Is the prize lewd?
2:55:11 | (New member) max r: handwritten letter:_uooooohh::_uooooohh::_uooooohh:
2:55:11 | SpaceTalon: c-cute!
2:55:15 | (New member) Antonio Badilla: empty coke bottles
2:55:16 | Shiroi Fenrir白: :0
2:55:19 | Pine: free doxxing for the winner
2:55:19 | Andrew Ryan: yab
2:55:21 | (New member) TheTarkus: Im jelly
2:55:21 | (New member) Margrave: That nervous voice....
2:55:22 | webm aristocrat: nice try Beatani
2:55:23 | (New member) Mastigos Wilkins: japanese worms in the mail
2:55:24 | Sheep: hand written letter is worth the self dox
2:55:25 | (New member) XenMaster220: :_uooooohh::_uooooohh::_uooooohh::_uooooohh:Gonna grooom:_uooooohh::_uooooohh::_uooooohh::_uooooohh:
2:55:27 | (New member) The Flesh Is Weak: :_sprdo:Guma groomer
2:55:27 | stuffed idiot: DYRBI
2:55:27 | (New member) Kofi: i should've tried harder...
2:55:28 | (New member) Zia: "small prize"
2:55:29 | (New member) Zhnigo: letter in a (coke) bottle
2:55:29 | (New member) WizJR W: a letter that smells like beatani....
2:55:29 | (New member) 77Yuja_: FBI I kneel....
2:55:30 | (New member) ThePlatinumCan: What a lucky dad.....
2:55:30 | (New member) Moeniki: :_uooooohh::_uooooohh::_uooooohh:
2:55:30 | Cringe Broker: needs the address to send him the marriage forms
2:55:31 | Denied: coke air send
2:55:31 | (New member) Tachi: Leave a kiss mark on the letter
2:55:31 | (New member) Shippo: that's a good prize damnit
2:55:32 | (New member) Raziel: Benedict bro going to peropero the letter
2:55:33 | (New member) Ekusupuroshon: Don't fall, this is bait!
2:55:35 | (New member) BasedBug: :_mug:
2:55:36 | (New member) Margrave: The food will have her hair in it! Don't do it!
2:55:38 | Animezo: post address now!
2:55:39 | (New member) Randel Shurker: WE got too cocky, dads.....
2:55:41 | (New member) Mechanized Doge: シッピング燃料大丈夫なのか
2:55:44 | cristy: that's so sweet 🥺
2:55:44 | (New member) Tuffee: :_mug:
2:55:44 | (New member) Zhnigo: I'm winning the next one just you wait
2:55:45 | (New member) Rye Mountain: I hope you are prepared to becoma a mother benedict-dad
2:55:48 | (New member) Steven Frati: Is this Beatani proposing to her future eggs benedict cooking husband dad?
2:55:53 | (New member) Mister Eko: this bear is too smart..........
2:55:55 | (New member) CommanderMichael: bait 🪝 :_away: 
2:55:55 | (New member) Lodowa Wrozka: I'm scared
2:56:01 | (New member) Ignatius: Food truly is the way to anyone's heart
2:56:02 | (New member) Luginov: an offer you can't refuse
2:56:03 | sleepy: She'll appear at your doorstep tomorrow
2:56:03 | (New member) Steven Frati: The mugs will never be the same.
2:56:09 | (New member) Tianfang's Adventures: benedict dad is going to get the groom
2:56:11 | (New member) anonEDM: she will send the feds
2:56:12 | Monster hmc: the win prize is getting doxxed
2:56:14 | (New member) Zhnigo: asparagus dad, you are no longer safe🔪
2:56:17 | (New member) Alaor B: egg benedict dad looks like the perfect husbando, understable
2:56:20 | (New member) Mastigos Wilkins: >promises you gifts >comes and and eats you isntead
2:56:21 | (New member) WizJR W: she will fly over personally for food
2:56:22 | (New member) Mastigos Wilkins: sasuga bea
2:56:24 | (New member) Tianfang's Adventures: :_listener:
2:56:24 | (New member) ThePlatinumCan: Just use post office box 
2:56:31 | Pine: 1600 Pennsylvania Ave NW, Washington, D.C. 20500 send me some too
2:56:31 | (New member) ThatVidyaGuy: She's gonna track you down
2:56:35 | (New member) LassesAffar: I will tell you my address for free, please stalk me
2:56:37 | (New member) max r: :_listener::_listener::_listener:
2:56:38 | (New member) Mechanized Doge: 〒にちゃんとその国に送れるかちゃんと前にチェックした方がいいかも。
2:56:39 | (New member) Canna: She's going to google maps your house 
2:56:41 | パナナナダ: covid wont protect you from the bear forever
2:56:41 | TeutonicSorcery: Don't fall for it. She'll knock you up and make you a single father.
2:56:42 | SpaceTalon: letter from Bea LOVE
2:56:43 | (New member) Raziel: They give the address. It's Beatani's old neighbor
2:56:45 | (New member) Tachi: :_listener:
2:56:46 | Animezo: physical > digital. now hand over your address
2:57:01 | (New member) XenMaster220: :_listener::_listener::_listener:
2:57:04 | (New member) Mechanized Doge: 今コロナだから送れない国があるかも。
2:57:04 | (New member) Antonio Badilla: japanese food= empty coke bottles
2:57:05 | (New member) Zia: Pregnant Benedict-chama..
2:57:06 | sleepy: Good stream!
2:57:09 | (New member) 77Yuja_: mr president...
2:57:10 | (New member) Zhnigo: a letter from beatani, with the dots over i's shaped like hearts...
2:57:12 | Denied: you open doorgroomer kuma is there
2:57:13 | (New member) Mister Eko: it was great
2:57:14 | (New member) Luginov: Good stream, great submissions!
2:57:15 | (New member) darukaru: Good luck benedict dad 
2:57:15 | (New member) Tuffee: golden stream
2:57:17 | (New member) Mister Eko: thanks to all the dads
2:57:17 | (New member) TheTarkus: very tanoshii, good job dads
2:57:18 | (New member) ThePlatinumCan: Me too, thanks Beatani!
2:57:21 | (New member) david johnston: the stream was the best
2:57:23 | (New member) Mister Eko: specially snake dad
2:57:24 | (New member) Theblekedet: Amazing stream
2:57:25 | (New member) WizJR W: a kiss on the letter..
2:57:26 | (New member) Canna: Legendary stream 
2:57:28 | (New member) max r: lol
2:57:32 | (New member) Kyle: Great stream
2:57:34 | (New member) Rye Mountain: Very fun and interesting stream
2:57:34 | cristy: beatani was extra cute today! what an amazing streamer
2:57:35 | (New member) nona: You win 1(one) free groom!
2:57:36 | (New member) Ekusupuroshon: I'm a snake yes...
2:57:36 | Shiroi Fenrir白: f
2:57:38 | (New member) The Flesh Is Weak: :_sprdo::_love:
2:57:40 | (New member) Margrave: Laughed too many times this stream.
2:57:42 | Animezo: DU U RLY BELEB IT
2:57:42 | (New member) BasedBug: :_mug:
2:57:43 | (New member) Suukotto Funsha: I'm hungry now
2:57:43 | (New member) Tachi: :_love::_love:
2:57:45 | sleepy: Happy birthday again! 
2:57:45 | (New member) Moeniki: Happy Birthday Beatani!
2:57:45 | Sheep: such a great stream, happy birthdayyyy
2:57:47 | (New member) Mister Eko: knew it
2:57:47 | (New member) Alaor B: cute and funny
2:57:48 | (New member) ThePlatinumCan: :_love::_sprdo::_love:
2:57:49 | (New member) XenMaster220: :_mug::_mug::_mug:
2:57:53 | (New member) Theblekedet: Happy birthday!!
2:57:54 | (New member) Ignatius: Happy Birthday!
2:57:57 | (New member) ThatVidyaGuy: We love you too :_listener:
2:57:57 | sleepy: Looking forward to it!
2:57:58 | (New member) ccc cc: See you next stream in 11 hrs or whatever 
2:58:01 | cycochaos2: happy birthday!
2:58:02 | (New member) The Flesh Is Weak: Thanks Bea:_love:
2:58:02 | (New member) Steven Frati: Happy birthday :_bea:!
2:58:02 | (New member) ccc cc: :_bea::_bea:
2:58:02 | (New member) david johnston: :_bea::_bea:
2:58:02 | (New member) BRAD AEON 720: Happy Birthday
2:58:03 | (New member) Mister Eko: thank you!
2:58:04 | (New member) Peer: Thank you!
2:58:04 | (New member) 77Yuja_: happy birthday
2:58:06 | (New member) XenMaster220: HAPPY BIRTHDAY!!!
2:58:07 | (New member) LassesAffar: :_bea::_bea:!! お誕生日おめでとうございます！！
2:58:07 | (New member) The Flesh Is Weak: :_bea::_bea:
2:58:07 | (New member) Suukotto Funsha: Happy Birthday Beatani :_love::_love::_love:
2:58:08 | (New member) Mechanized Doge: 俺は絶対にかつ！！
2:58:08 | (New member) Megiddo: fashion bear soon
2:58:09 | (New member) BasedBug: Bea bea!
2:58:09 | Monster hmc: enjoy your special day cute and funny bear
2:58:10 | (New member) XenMaster220: :_love::_love::_love::_love:
2:58:11 | (New member) Antonio Badilla: matane
2:58:11 | (New member) Ignatius: I CANNOT wait for the fashion contest
2:58:12 | (New member) Hanabi: :_bea::_bea:
2:58:12 | (New member) Canna: Happy birthday! Bea Bea!
2:58:13 | (New member) ZVN: :_bea::_bea:
2:58:13 | Shiroi Fenrir白: bye bye happy birthday
2:58:14 | stuffed idiot: bea bea!
2:58:15 | (New member) Shippo: :_bea::_bea:
2:58:16 | (New member) AnomalousRaven:  DONT FORGET THE SONG
2:58:16 | (New member) JackOfAllBlades [VTuber] [Clipper] [Pogger]: Thanks Beatani, Happy Birthday!
2:58:16 | (New member) Kofi: :_bea::_bea:
2:58:17 | sleepy: 🤍🤍🤍
2:58:18 | パナナナダ: see you
2:58:20 | (New member) Tianfang's Adventures: bye bye ~ 
2:58:20 | (New member) Sleep: remember to cover your face with emoji
2:58:22 | RGM-79SP: birthday bear gets pats
2:58:22 | (New member) Zyadarya: :_bea::_bea::_listener:
2:58:23 | cycochaos2: good stream, thank you Dads who sent pics
2:58:25 | (New member) anonEDM: Happy Birthday and thanks for the fun contest
2:58:27 | (New member) Antonio Badilla: Happy birthday
2:58:27 | (New member) Tuffee: :_bea::_bea:
2:58:28 | monkeynohito: What was the prize? An earlick ASMR message?
2:58:29 | cristy: very creative streams! see you again soon
2:58:29 | (New member) BRAD AEON 720: :_bea::_bea:
2:58:31 | (New member) Nasty Yukari: happy birthday again!
2:58:36 | (New member) anonEDM: :_bea::_bea:
2:58:37 | (New member) BRAD AEON 720: thanks for the stream
2:58:38 | (New member) Einaer: Happy birthday :_bea::_bea:
2:58:40 | (New member) Takahama Nuuta: Happy Birthday:_bea:
2:58:49 | (New member) Momiji Channel: :_bea::_bea::_listener:
2:58:51 | (New member) Steven Frati: Mind the bodies of the dead goslings on the way out dads.
2:58:55 | (New member) Zhnigo: Happy birthday!
2:59:00 | (New member) XenMaster220: :_bea::_bea:Happy birthday:_bea::_bea:
2:59:00 | (New member) Mister Eko: what
2:59:02 | (New member) VampirkoO: Happy Birthday:_bea:!
2:59:05 | (New member) Luginov: sex-san..
2:59:06 | (New member) BasedBug: Lmao
2:59:07 | (New member) MBmasher: :_bea::_bea:
2:59:07 | (New member) Hikimouto: :_sprdo::_sprdo:Happy Birthday:_bea::_bea:
2:59:12 | (New member) Idle Bear: :_bea::_bea:
2:59:12 | (New member) Ekusupuroshon: not what?
2:59:37 | (New member) Mechanized Doge: Why yes, I do like me some 6 inches deli fresh sausages 
2:59:57 | (New member) Tachi: :_bea::_bea:
3:00:16 | (New member) Margrave: :_bea::_bea:
3:00:18 | (New member) Mechanized Doge: :_bea::_bea:
3:00:18 | (New member) Lodowa Wrozka: :_bea::_bea:
3:00:19 | (New member) darukaru: Happy birthday! :_bea::_bea:
3:00:23 | (New member) Luginov: :_bea::_bea:
3:00:23 | (New member) Mister Eko: thank you!
3:00:24 | (New member) Einaer: :_bea::_bea:
3:00:26 | (New member) Rye Mountain: The sun is rising outside my window now...
3:00:27 | (New member) Alaor B: What was that
3:00:29 | (New member) Shippo: :_bea::_bea:
3:00:32 | (New member) BasedBug: Happy Birthday!
3:00:34 | (New member) ThatVidyaGuy: :_bea::_bea:
3:00:35 | (New member) Tianfang's Adventures: yay
3:00:37 | Shiroi Fenrir白: cap
3:00:37 | (New member) Canna: :_bea::_bea: glad to hear that!
3:00:37 | sleepy: 🤍🤍🤍
3:00:38 | (New member) max r: I am very happy! thank you, and happy birthday!!:_love:
3:00:38 | (New member) XenMaster220: :_love::_love::_love::_love::_love::_love::_love:
3:00:38 | (New member) Mechanized Doge: べあ、なんちゃら歌とか届いた？リスナーから
3:00:38 | Sheep: aww
3:00:41 | (New member) Antonio Badilla: thank you
3:00:41 | (New member) Mister Eko: this is bear is too precious
3:00:41 | (New member) ThePlatinumCan: Yaay!
3:00:41 | (New member) Lodowa Wrozka: >w<
3:00:42 | (New member) Tuffee: :_love:
3:00:42 | (New member) Alaor B: its already her birthday?
3:00:42 | (New member) Margrave: No cap?
3:00:42 | (New member) Theblekedet: It was really awesome
3:00:44 | (New member) Rye Mountain: Happy birthday! :_bea::_bea:
3:00:44 | (New member) Hikimouto: :_bea::_sprdo::_bea:
3:00:44 | (New member) hohoemikuma: :_bea: :_bea: 
3:00:45 | Woop Woop: beatani... LOVE
