-13:39 | Bob: 🍀
2:45:01 | ノイド: katawa shoujo would be good
2:45:01 | Voltage: smaller naturally maybe?
2:45:03 | BasedBug: 155M bear likes super-small limbless girls?
2:45:04 | Mew: Check out Katawa Shoujo beatani 
2:45:05 | CommanderMichael: teaching feeling stream coming soon
2:45:06 | MiiMuu: which katawa would she shoujo though
2:45:06 | The Flesh Is Weak: uuoooh...?
2:45:09 | knull: I can respect that
2:45:10 | Tachi: Pet amputee lol
2:45:11 | Theblekedet: This is dangerously based
2:45:11 | Rob G.: i see. Bea likes vulnerability. A real S. Based
2:45:11 | No Body: do you like blind/deaf girls too?
2:45:12 | Zia: Yeah, people are smaller without legs
2:45:15 | The Pope: This logic is infallible
2:45:16 | Destoroyar Fortress: Smol things are cut but please don't cut off people's limbs
2:45:21 | JayTheGreatest: lol
2:45:28 | LassesAffar: Based and agree
2:45:31 | Simón: 0.o???
2:45:31 | Cool bug Fact's: quadriplegic girls
2:45:32 | Firstname Lastname: GOOD POINT
2:45:32 | JayTheGreatest: amputee == hamster
2:45:34 | Theodore Kaczynski: Beatani please cut off my legs
2:45:35 | Einaer: Logic makes sense
2:45:36 | Chloro [クロロ]: Can't argue with that lmao
2:45:38 | Meneltir: impeccable logic
2:45:39 | Steven Frati: These things inevitably happen.
2:45:41 | BasedBug: Alright which dad did she inherit this from?
2:45:43 | Fake Name: I am so proud of my daughter
2:45:49 | Fake Name: Me
2:45:50 | Theblekedet: Can't argue with that
2:45:51 | Voltage: loll
2:45:55 | stuffed idiot: amputee = helpless, and that makes her cuter
2:45:55 | TeutonicSorcery: Me
2:45:55 | Mew: YET
2:45:56 | Kyle: But you're a polar bear... It's what they do.
2:45:58 | LadyCaitlin0429: so you like the small aspect of amputation (in fiction)
2:45:59 | Destoroyar Fortress: Yeah sure... she of course doesn't...
2:45:59 | anon: have you seen elfen lied?
2:46:00 | Xayn: I will sacrifice my limbs for beatani!
2:46:02 | Verijero: how can we know? can we trust you? kek
2:46:02 | lesop.: Paralympics = Beatani porn 
2:46:04 | Sunspots: Its just a picture dad calm down
2:46:05 | JayTheGreatest: turn me into a hamster bear daughter
2:46:06 | Tachi: Yah
2:46:08 | Zhnigo: cultured discussion with bea!
2:46:10 | Andrew Ryan: ロリも小さいですね。loli are also small aren't they
2:46:11 | SukiKirai: you can cut my arms and legs if that would make me cuter
2:46:12 | Nasty Yukari: You silly bear...
2:46:15 | Stray Wolf: yah be 
2:46:17 | Steven Frati: Bear strongly based in reality! 
2:46:19 | Theblekedet: Of course
2:46:20 | awarmcomfybed: my daughter can't be this based!?!?!?
2:46:29 | Voltage: i will be cute small mouse for bear
2:46:32 | BasedBug: Yeah she would love katawa shoujo
2:46:33 | Theodore Kaczynski: Beatani commits war crimes!
2:46:34 | stuffed idiot: not enough times
2:46:36 | pakkanen: Too many times
2:46:36 | Meneltir: I do find burns cute, but not lewd, just protectable.
2:46:37 | Voltage: lotsssss
2:46:38 | cycochaos2: 9,001
2:46:41 | Cool bug Fact's: many
2:46:42 | Akka Oni: 69 times
2:46:49 | Cool bug Fact's: 😭
2:46:50 | Destoroyar Fortress: Limb deficit lmao
2:46:53 | stuffed idiot: this bear just keeps getting more and more based
2:46:55 | Juvisy: Based
2:46:56 | Alexander Holzer: Hahahaha holy god
2:46:56 | Raziel: somebody will count lol
2:46:57 | Mew: my sides
2:46:57 | LassesAffar: limb deficit = amputee
2:47:00 | The Pope: Oh my god lmao
2:47:00 | Rob G.: what about missing eye?
2:47:00 | ellescer: lmao
2:47:01 | Goleog Thais: bruh thats some fucked up logic
2:47:01 | Zia: I mean I agree but
2:47:05 | No Body: arent girls cuter of they are dumb?
2:47:06 | LadyCaitlin0429: she likes them compact, lmao
2:47:15 | Destoroyar Fortress: What is even happening right now
2:47:15 | コンティニュアム ー Continuum: Noooo, no amputee loli aaa
2:47:16 | Chloro [クロロ]: guro zatsudan tskr ww
2:47:16 | Theblekedet: 20% less weight
2:47:20 | CommanderMichael: amputee bros get in here!
2:47:25 | Zia: Compact girls yes
2:47:26 | BasedBug: This was very educational!
2:47:28 | JayTheGreatest: yeaaaaaaaah
2:47:32 | Mizuki Arisu: based beatani
2:47:32 | Stray Wolf: LET's GOOO 
2:47:38 | LadyCaitlin0429: how did we even get onto this topic lmaooo
2:47:39 | Goleog Thais: she wants a portable live-onahole
2:47:39 | Cruzer: the amputations make it cuter!
2:47:40 | Destoroyar Fortress: Bonus song?
2:47:41 | The Pope: I have a limb deficit LET'S GOOOOOO
2:47:41 | Raziel: Beatani membership costs an arm and a leg lol
2:47:42 | Absolute Link: x to doubt
2:47:45 | No Body: more songs? wooo
2:47:48 | JayTheGreatest: I love small things, like cats, and girls without limbs!
2:47:51 | Voltage: smol bear 
2:47:52 | ノイド: tskr
2:47:57 | hohoemikuma: daughter's lewd taste is kowai... but you like what you like
2:48:08 | Rob G.: i don't get it. You like guro, yet you don't like guro?
2:48:08 | Firstname Lastname: hmmm
2:48:20 | Theodore Kaczynski: You said you liked girls getting arms cut off
2:48:20 | Zia: Yeah it's normal to like pets : cats, dogs, girls with no limbs
2:48:24 | Theodore Kaczynski: That’s guro
2:48:28 | Destoroyar Fortress: I miss her already
2:48:29 | Jessica: Our daughter is a bear, makes sense. 
2:48:31 | Voltage: YEAAHHHH
2:48:32 | BasedBug: This was a lot of fun
2:48:33 | imalittle cupcake: I don't want the stream to ever end...
2:48:33 | Sunspots: dont like guro - just like ecchi stuff - guro is lewd. なるほど
2:48:40 | BasedBug: AYYYYYY CLOVER
2:48:41 | MiiMuu: not ready for the stream to end yet...
2:48:44 | LassesAffar: You don't like guro, but you love lewd art, and you think guro is lewd?
2:48:47 | Andrew Ryan: ☘☘☘☘☘
2:48:48 | Steven Frati: What a nice evening on XP Hill.
2:48:52 | pakkanen: Clover club time!
2:49:01 | BasedBug: ☘☘☘☘
2:49:05 | Rye Mountain: 🍀
2:49:05 | Verijero: nice!
2:49:11 | The Pope: Y-yeah, party time
2:49:12 | Rob G.: kek my sides
2:49:13 | Transcendental_ColonThree: 🍀🍀🍀🍀
2:49:16 | Chloro [クロロ]: 🍀🍀🍀🍀
2:49:19 | Mew: ☘☘☘
2:49:21 | Cool bug Fact's: 🍀
2:49:21 | CantDood: OOH
2:49:23 | CommanderMichael: 🍀
2:49:24 | BasedBug: LET'S GOOOOOOO
2:49:25 | Rye Mountain: 🍀🐻‍❄🍀
2:49:26 | Megiddo: hachikuro?
2:49:29 | stuffed idiot: 🧨🐻‍❄🍀🧨
2:49:29 | imalittle cupcake: 🍀🐻‍❄🍀🐻‍❄🍀🐻‍❄🍀🐻‍❄🍀🐻‍❄
2:49:30 | No Body: yeeeeah!
2:49:30 | Mew: ☘☘☘☘☘☘
2:49:32 | Mizuki Arisu: CLOVER
2:49:34 | Destoroyar Fortress: 🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀
2:49:34 | Nasty Yukari: Based!
2:49:35 | Cool bug Fact's: 🧨🐻🍀🧨
2:49:36 | フェットチーネ: 🍀🍀🍀🍀
2:49:37 | TWAIN: 🍀🍀🍀🍀
2:49:37 | Destoroyar Fortress: lalalalalal
2:49:37 | Theblekedet: cloverbros let's gooooo!
2:49:39 | Xayn: ☘☘☘☘☘☘☘
2:49:40 | ThatVidyaGuy: 🍀🍀🍀🍀🍀🍀
2:49:40 | Flux: IKUZOOOOOOOOOOOOO
2:49:42 | BasedBug: ☘☘☘☘☘☘☘☘☘
2:49:43 | JayTheGreatest: 🍀🍀🍀🍀🍀🍀🍀
2:49:43 | Monster hmc: letra goooo
2:49:43 | pakkanen: 🍀🍀🍀🍀
2:49:43 | Rye Mountain: 🍀🐻‍❄🍀
2:49:44 | Voltage: LETSSS GOOOOO🍀🐻‍❄️🍀❄️❄️🍀🍀🐻‍❄️🍀🐻‍❄️🐻‍❄️🐻‍❄️
2:49:46 | Verijero: 🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀
2:49:47 | Mayor Martin: ☘☘☘☘☘
2:49:49 | hohoemikuma: 🍀 🐻‍❄ 🍀 🍀 🐻‍❄ 🍀 🍀 🐻‍❄ 🍀
2:49:50 | Mew: ☘☘☘☘☘☘
2:49:50 | Zhnigo: 🔦🐻‍❄🍀🔦
2:49:51 | Voltage: 🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀
2:49:53 | Sprok: 🍀🍀🍀🍀🍀
2:49:54 | Andrew Ryan: 🍀🍀🍀🍀🐻‍❄
2:49:55 | Canna: 🍀🍀🍀🍀🍀
2:49:55 | Cool bug Fact's: 🍀🐻🍀
2:49:56 | Kyle: 🍀🍀🍀🍀
2:49:56 | CommanderMichael: 🍀 🍀
2:49:56 | gyroninja: 🍀🍀🍀
2:49:57 | Voltage: 🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀
2:49:57 | Juvisy: 🍀🍀🍀
2:49:58 | Raziel: 🍀🍀🍀🍀🍀🍀
2:50:01 | imalittle cupcake: 🍀🐻‍❄🍀🐻‍❄🍀🐻‍❄🍀🐻‍❄
2:50:02 | Sunspots: 🍀🐻‍❄🍀🐻‍❄🍀🐻‍❄ 🍀 🍀 🐻‍❄ 🍀 🍀 🐻‍❄ 🍀
2:50:05 | ThatVidyaGuy: 🍀🍀🍀🍀🍀🍀
2:50:07 | Steven Frati: 🍀🍀🍀
2:50:07 | BasedBug: ☘☘☘☘☘☘☘☘☘
2:50:08 | Chloro [クロロ]: 🍀🍀🍀🍀🍀
2:50:08 | Einaer: 🍀🐻‍❄🍀
2:50:14 | Theblekedet: 🍀🍀🍀🍀🍀🍀🍀🍀
2:50:15 | Hanabi: 🍀🍀🍀🍀🍀🧨🐻‍❄🧨🍀🍀🍀🍀🍀
2:50:18 | TWAIN: 🧨🐻‍❄️🍀🧨
2:50:20 | Destoroyar Fortress: 🍀🍀🍀🍀🍀
2:50:21 | Flux: 🍀🍀🍀🍀🍀🍀
2:50:24 | LadyCaitlin0429: 🐻‍❄️☘🍀☘🍀☘🍀☘🍀🐻‍❄️
2:50:29 | Cool bug Fact's: 🍀🍀🍀🍀🍀🧨🐻🧨
2:50:31 | Destoroyar Fortress: Beautiful bear love
2:50:32 | Rye Mountain: 🍀🐻‍❄🍀
2:50:34 | Theblekedet: 🧨🐻‍❄️🍀🧨🧨🐻‍❄️🍀🧨🧨🐻‍❄️🍀🧨
2:50:44 | The Pope: 🍀🍀🍀🍀🍀
2:50:44 | Mew: ☘☘☘
2:50:44 | Tachi: 🍀🐻‍❄🍀🐻‍❄🍀🐻‍❄🍀
2:50:45 | Monster hmc: 🍀🍀🍀🍀🍀🍀🍀🍀🍀
2:50:45 | Simón: 🍀🐻‍❄🍀🍀🐻‍❄🍀
2:50:48 | stuffed idiot: 🍀🐻‍❄🍀
2:50:49 | Andrew Ryan: 🍀🍀🍀🐻‍❄☄☄☄☄
2:50:49 | BasedBug: ☘☘☘☘☘☘☘☘☘☘
2:50:50 | Voltage: 🍀☘️🍀☘️🍀🍀☘️🍀☘️
2:50:55 | Rye Mountain: 🍀🐻‍❄🍀
2:50:59 | Andrew: 🍀🍀🍀🍀
2:51:00 | Voltage: 🍀❄️🍀☘️🍀☘️🍀☘️🍀❄️🐻‍❄️❄️🐻‍❄️❄️🐻‍❄️❄️☘️🍀
2:51:02 | Cool bug Fact's: 🧨🐻🍀🧨
2:51:03 | ThatVidyaGuy: 🍀🍀🍀🍀🍀🍀
2:51:08 | Voltage: dododdoddododd
2:51:08 | Suukotto Funsha: 🍀🍀🍀🍀🍀
2:51:22 | Chloro [クロロ]: 🍀🍀🍀🍀🍀
2:51:34 | BasedBug: ☘☘☘☘☘☘☘☘☘☘
2:51:39 | Canna: 🍀🍀🍀🍀🍀🍀
2:51:44 | Mew: ☘☘☘☘☘☘☘☘☘
2:51:47 | Simón: 🍀🐻‍❄🍀
2:51:50 | Flux: 🍀🍀🍀🍀🍀🍀
2:51:56 | ThatVidyaGuy: 🍀🍀🍀🍀🍀🍀
2:51:58 | stuffed idiot: 🍀🐻‍❄🍀
2:52:00 | Antonio Badilla: 🍀🍀🍀🍀
2:52:02 | Voltage: 🍀☘️🍀☘️🍀☘️🍀☘️🍀
2:52:02 | Cool bug Fact's: 🍀🍀🍀🍀🍀🍀
2:52:12 | BasedBug: Amazing! Tonight was simply amazing!
2:52:12 | Randel Shurker: 🍀🍀🍀🍀🍀🍀
2:52:15 | Rye Mountain: 🍀🐻‍❄🍀
2:52:17 | Randel Shurker: CLOVER CLUB 🍀🍀🍀🍀🍀🍀
2:52:18 | The Pope: 🍀🍀🍀🍀🍀🍀
2:52:18 | imalittle cupcake: 🍀🐻‍❄🍀🐻‍❄🍀🐻‍❄🍀🐻‍❄
2:52:22 | The Pope: This was a wild ride
2:52:23 | Suukotto Funsha: Thanks for the party time Beatani
2:52:23 | Theblekedet: Thank you!
2:52:26 | Steven Frati: 🍀🍀🍀🍀🍀🍀
2:52:27 | max r: thank you!
2:52:27 | Theblekedet: 🧨🐻‍❄️🍀🧨🧨🐻‍❄️🍀🧨
2:52:28 | Nasty Yukari: Thank you!
2:52:31 | Sunspots: 🍀 🍀 🍀 🍀 🍀 🐻‍❄ 🍀 🍀 🍀🍀 🍀
2:52:32 | フェットチーネ: 🍀🍀🍀🍀
2:52:34 | (Verified, Moderator) Streamlabs: Raziel just tipped $20.00 dayo!
2:52:34 | Mothman: 🌳
2:52:34 | Simón: 🍀🐻‍❄🍀🍀🐻‍❄🍀
2:52:36 | Steven Frati: Perfect karaoke party!
2:52:37 | コンティニュアム ー Continuum: 🍀🍀🍀🍀🍀🍀
2:52:42 | Voltage: THANK YOU SINING BEAERRRRRRR
2:52:46 | BasedBug: ☘☘☘☘☘☘ THANK YOU!
2:52:47 | TWAIN: 🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀
2:52:50 | Kyle: 👏👏👏
2:52:51 | Des Dichado: I love my bear daughter!
2:52:51 | The Pope: 🔪🔪🍀🍀🍀🍀🍀
2:52:54 | Tachi: 👏👏👏👏
2:52:54 | パナナナダ: 8888
2:52:54 | Megiddo: 8888888888888888888888
2:52:55 | Chloro [クロロ]: 👏👏👏👏👏👏👏👏👏
2:52:55 | Cool bug Fact's: 👏👏👏👏👏👏👏👏
2:52:57 | hohoemikuma: 👏👏👏👏
2:52:59 | coba cobra: thank you bear!
2:53:01 | Suukotto Funsha: 👏👏👏👏👏👏
2:53:01 | Zhnigo: 8888888888888
2:53:03 | ThatVidyaGuy: 👏👏👏👏👏👏👏👏👏👏👏👏
2:53:04 | Theblekedet: 👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏
2:53:04 | Verijero: 88888888888
2:53:04 | Rye Mountain: 👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏
2:53:04 | BasedBug: 👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏
2:53:06 | Antonio Badilla: 👏👏👏👏
2:53:06 | stuffed idiot: 🍀🐻‍❄🍀 Thank you Beatani
2:53:07 | (Verified, Moderator) Streamlabs: Kyle just tipped $25.00 dayo!
2:53:10 | Mayor Martin: thank you for the stream beatani!!!
2:53:10 | The Pope: 8888888888888 pachi pachi
2:53:11 | CommanderMichael: 👏 👏
2:53:12 | TWAIN: 88888888888888888888
2:53:12 | LadyCaitlin0429: 👏👏👏👏👏👏👏
2:53:13 | Zia: 8888
2:53:15 | Mew: 👏👏👏👏👏👏👏👏👏👏
2:53:16 | gyroninja: 8888888888
2:53:18 | hohoemikuma: congrats bea! 👏
2:53:19 | BasedBug: CONGRATS!
2:53:20 | Theblekedet: This is the best stream I have attended in my life!
2:53:20 | CommanderMichael: 8 8 8 8 8 8 88 8 
2:53:20 | MBmasher: you deserve it bea!!
2:53:22 | stuffed idiot: easily the best stream so far
2:53:23 | Cruzer: omedetou!!!!
2:53:24 | Raziel: 👏👏👏
2:53:24 | Simón: Thank you for being the best 👏👏👏
2:53:25 | フェットチーネ: 👏👏👏👏👏
2:53:25 | Voltage: thank you beaaaa🍀☘️🍀☘️🍀☘️🍀☘️🍀☘️🍀❄️❄️❄️❄️🐻‍❄️❄️❄️🐻‍❄️
2:53:25 | Cool bug Fact's: Congrats on 2k Bea
2:53:26 | Megiddo: Amazing stream!
2:53:26 | Destoroyar Fortress: 👏👏👏👏👏👏👏
2:53:28 | コンティニュアム ー Continuum: 👏👏👏👏👏👏👏
2:53:29 | No Body: comgrats~!
2:53:30 | Nasty Yukari: 88888888888888888888888
2:53:30 | Voltage: congratsssss
2:53:31 | (Verified, Moderator) Streamlabs: onii-chan just tipped $5.00 dayo!
2:53:32 | JayTheGreatest: 👏👏👏👏👏👏👏
2:53:33 | Monster hmc: 🍀🍀🍀🍀🍀🍀🍀🍀🍀
2:53:33 | Suukotto Funsha: Congrats cute bear daughter
2:53:37 | Steven Frati: Congratulations!
2:53:37 | BasedBug: Thank you so much!
2:53:37 | Jessica: Congrats!!
2:53:39 | Verijero: good stream
2:53:40 | コンティニュアム ー Continuum: Congrats Beatani
2:53:40 | coba cobra: congrats on 2k!
2:53:40 | Chloro [クロロ]: thank you for the based karaoke stream! Congrats!!!!
2:53:40 | king Crimson: CONGRATULATIONS CUTE AND FUNNY BEAR
2:53:42 | Destoroyar Fortress: Thanks for the great stream!
2:53:43 | Antonio Badilla: encore
2:53:45 | Monster hmc: good Stream bea
2:53:45 | imalittle cupcake: 👏👏👏👏👏👏
2:53:47 | (Verified, Moderator) Streamlabs: PatrickBateman just tipped $5.22 dayo!
2:53:49 | Flux: 👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏
2:53:58 | pakkanen: Beatani, Is it OK to send email to you about some requests you did this week?
2:53:58 | CantDood: おめでとう
2:53:59 | Stray Wolf: lore song 
2:54:00 | LadyCaitlin0429: thanks for singing for us Bea!
2:54:00 | hohoemikuma: checked
2:54:04 | Theblekedet: Otsukaresama beatani!
2:54:04 | cycochaos2: go go go !
2:54:04 | james heller: Lets goooo
2:54:05 | Cruzer: very high quality bear
2:54:06 | Canna: Excellent taste, and awesome guitar playing. Can't wait for the next Karaoke 
2:54:12 | Takeshi: LETS GOOOOO
2:54:13 | No Body: lets gooooo
2:54:14 | BasedBug: Let's keep going for 3 thousand!
2:54:15 | hohoemikuma: let's go!
2:54:17 | フェットチーネ: Let's goooooo
2:54:18 | Steven Frati: Road to 3k!
2:54:20 | Suukotto Funsha: LET'S GOOO
2:54:21 | Zhnigo: unfathomably based bear
2:54:26 | Mizuki Arisu: GAO GAO GAO GAO GAO!!!!!
2:54:27 | Voltage: very closeeee
2:54:29 | imalittle cupcake: You're such a talented bear. I'm proud to call you my daughter
2:54:32 | The Pope: おめでとうーーーー
2:54:46 | Theblekedet: Thank you beatani!
2:54:53 | Zia: Thank you for coming here
2:54:55 | Sladvan: 88888
2:54:57 | (Verified, Moderator) Streamlabs: AndrewRyan just tipped $63.82 dayo!
2:54:58 | パナナナダ: otsukare
2:55:04 | Alexander Holzer: Thank you!
2:55:05 | パナナナダ: bye bye
2:55:08 | The Pope: Thanks for the stream!
2:55:08 | ThatVidyaGuy: I can't wait for membership.
2:55:20 | BasedBug: HE JUST KEEPS WINNING
2:55:22 | stuffed idiot: Bea Bea thanks for the stream!
2:55:22 | Voltage: based i kneel
2:55:26 | Raziel: based bioshock man
2:55:27 | Chloro [クロロ]: I kneel..
2:55:36 | Flux: NO GODS
2:55:39 | ThatVidyaGuy: Oil Baron dad
2:55:40 | SpaceTalon: so KATAWA SHOUJO playtrough when?
2:55:44 | stuffed idiot: Andrew please if i kneel any harder i'll be paralyzed
2:56:05 | Theblekedet: YES! more guitar please!
2:56:20 | ThatVidyaGuy: BASED
2:56:20 | Megiddo: FLCL watchalong some time
2:56:44 | Zhnigo: that would be cool and good
2:56:53 | Voltage: orangejuicesannnn
2:57:09 | BasedBug: Simply amazing tonight, a great way to start the weekend
2:57:27 | (Verified, Moderator) Streamlabs: Ontack just tipped $5.00 dayo!
2:57:57 | estratos13: 🧨🐻🧨
2:58:17 | Megiddo: "I think I can!"
2:58:30 | Nasty Yukari: Jeezas, she might actually do it!
2:58:35 | Absolute Link: lmaaaoo
2:58:39 | Absolute Link: roasted
2:58:40 | Stray Wolf: SOCIETY 
2:58:45 | Theblekedet: lmao
2:58:53 | Suukotto Funsha: ebin
2:58:56 | Raziel: we live in a society
2:58:56 | sp33d4l0l: ebin
2:58:59 | Stray Wolf: ebin 
2:59:01 | Voltage: roasted by we live in a society
2:59:03 | TWAIN: :DDDDD
2:59:03 | BasedBug: :DDDDDD
2:59:04 | Sinris: spurdo sparde :DDDD
2:59:05 | Theblekedet: ebin :DDDDDD
2:59:06 | Chloro [クロロ]: ebin :DDD
2:59:07 | imalittle cupcake: Ebin stream :DDDD
2:59:07 | Cool bug Fact's: ebin :DDD
2:59:08 | sp33d4l0l: :DDDDDDDDD
2:59:08 | Xayn: Loliconbros, we got too cocky dayo
2:59:10 | Hanabi: guma :DDDDD
2:59:11 | ellescer: :DDDDDDDD
2:59:14 | Verijero: stream broke 3 hours! nice
2:59:14 | ThatVidyaGuy: :ddddd
2:59:18 | Zhnigo: fug :DDDD
2:59:19 | Stray Wolf: :DDDDDD
2:59:19 | BasedBug: YO GALO SENGEN
2:59:21 | Flux: Ebin :DDDDD
2:59:24 | sp33d4l0l: beadani :DDDDDDDDD
2:59:29 | JayTheGreatest: GALO SENGEN
2:59:31 | Nasty Yukari: ebin
2:59:33 | Mew: Ebin :DDDDD
2:59:35 | Zhnigo: Yeah. Galo sengen.
2:59:39 | pakkanen: Oh sweet
2:59:40 | D3bugged: yah galo sengen
3:00:06 | Andrew: loving the stream 
3:00:09 | Nasty Yukari: Thanks for supporting the family, chads
3:00:52 | Andrew: lol dubs 
3:00:55 | BasedBug: Wow, Patrick Bateman himself!
3:00:59 | RADEON 360: lol
3:01:00 | Cool bug Fact's: Check 'em
3:01:02 | stuffed idiot: thanks to all the oil baron dads making up for the NEET dads
3:01:03 | Mew: Memes
3:01:08 | The Pope: Nice dubs, very cool
3:01:09 | Randel Shurker: Check 'em!
3:01:09 | Hanabi: clover meme
3:01:10 | cycochaos2: lmao
3:01:11 | Zhnigo: Dubs, check em
3:01:14 | JayTheGreatest: CHECK EM
3:01:19 | BasedBug: We're ending the stream on a meme
3:01:20 | Stray Wolf: check em 
3:01:21 | stuffed idiot: it's a meme from clover board
3:01:21 | Chloro [クロロ]: clover meme
3:01:22 | Tachi: It's a clover meme
3:01:22 | ThatVidyaGuy: check em!
3:01:24 | TWAIN: repeating digits
3:01:24 | Xorfos: nice dubs
3:01:24 | cycochaos2: yes, is meme
3:01:24 | Mizuki Arisu: czech em
3:01:26 | gyroninja: don't worry
3:01:27 | No Body: Impressive.
3:01:29 | Firstname Lastname: American Psycho watchalong when?
3:01:36 | Voltage: meme
3:01:46 | BasedBug: Dubs McCheckem
3:01:54 | Goleog Thais: CHECK EM 
3:02:06 | stuffed idiot: dubs always tells the truth
3:02:13 | Zhnigo: observe these repeating digits
3:02:17 | Destoroyar Fortress: WHO IS (YOU)
3:02:17 | BasedBug: who is (you)?
3:02:28 | ellescer: check these trips tards
3:02:28 | james heller: Very nice
3:02:36 | JayTheGreatest: american psycho watchalong lol
3:02:40 | sp33d4l0l: NOBODY CARED WHO I WAS UNTIL I PUT ON THE MASK
3:02:41 | Nasty Yukari: admire these quads
3:02:43 | knull: good movie
3:02:48 | Cool bug Fact's: witness thine repeating integers
3:02:49 | Takeshi: Batman and american Psycho
3:02:49 | Goleog Thais: repeating digits
3:02:50 | Voltage: em short for them bea
3:02:50 | BasedBug: あ
3:02:53 | Jessica: From American Psycho
3:02:54 | Theodore Kaczynski: If I took that mask off, would you die?
